target,log_duration_month_std,log_age_std,log_credit_amount_std,installment_rate_std,duration_residency_std,number_of_existing_credits_std,number_of_people_to_provide_maintenance_std,status_existing_checking_category,credit_history_category,saving account/bonds_category,employment_duration_category,status_sex_category,other_debtors_guarantors_category,property_category,housing_status_category,job_category,phone_category,is_foreign_worker_category,purpose_A40,purpose_A41,purpose_A410,purpose_A42,purpose_A43,purpose_A44,purpose_A45,purpose_A46,purpose_A49,installment_A141,installment_A142,installment_A143,purpose_A48
2,1.3144120124831309,-1.0855641588611724,1.7992622344495675,-0.07973930064867503,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,0,4,0,2,1,0,3,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,-0.24442277750465946,1.1938607731097173,-0.4855367069152082,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,1,4,4,4,2,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.9897754223129646,1.3854789541563695,1.6963964738813226,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,3,1,4,0,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.5924523471322648,0.8473811321743694,0.07181785539978001,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,0,2,0,4,2,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8266505469498888,0.020929853638200727,1.9285286570065654,-0.985014890365987,-1.5697460189796835,1.0428153264811215,-0.38575837490522985,3,4,4,3,2,0,3,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-0.6417458526853592,-0.9565862535639914,-0.875784104603755,-0.07973930064867503,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,1,2,2,2,0,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.5924523471322648,0.29137107699828607,-1.1530286314275764,0.825536289068637,0.20715123417620449,-0.7382763373317672,2.5922962793631443,2,2,0,3,2,0,3,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.363705518036226,0.7734788075910262,-1.4562265567332275,0.825536289068637,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,1,2,0,3,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-1.8759440525029831,-0.2737610784665703,0.426093483926997,-1.8902904800832991,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,3,2,2,2,2,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-0.24442277750465946,-1.0855641588611724,-0.5821031449585171,0.825536289068637,0.20715123417620449,1.0428153264811215,-0.38575837490522985,0,4,0,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.5924523471322648,-0.5974827389864772,-0.3802591353126412,0.825536289068637,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,0,3,0,1,1,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.08021381266550687,-1.505946124379862,0.16383467214373132,-0.985014890365987,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,0,2,0,2,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-1.1539843871521163,-0.37816715054698286,0.13212232868964904,-0.985014890365987,0.20715123417620449,-0.7382763373317672,-0.38575837490522985,3,4,0,0,2,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-1.6014677264364567,0.020929853638200727,0.22622144895793989,-0.985014890365987,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,1,2,0,2,2,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.6417458526853592,0.9196590976012324,-0.800512078884118,-1.8902904800832991,-1.5697460189796835,1.0428153264811215,-0.38575837490522985,1,2,0,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.9897754223129646,-1.2198079020256165,-0.02293262987497456,0.825536289068637,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,1,2,0,2,1,2,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0.5924523471322648,-0.8324766171728206,0.4916205145460698,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,0,2,0,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1.8266505469498888,0.46004984732157356,1.2415226805803943,-0.07973930064867503,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,1,2,4,0,2,0,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0.5924523471322648,0.6978774310218471,0.006872901031961329,0.825536289068637,1.0955998607541484,1.0428153264811215,2.5922962793631443,3,4,4,3,2,0,2,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.5924523471322648,1.3228386784068984,0.023088306331724803,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,3,4,1,4,2,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-1.8759440525029831,0.37679185484785066,-1.2858502381780499,-1.8902904800832991,1.0955998607541484,1.0428153264811215,-0.38575837490522985,0,4,0,4,1,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-2.5979037178538498,0.20367214523327212,0.6006182169717361,-1.8902904800832991,-1.5697460189796835,-0.7382763373317672,2.5922962793631443,3,4,0,3,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.1539843871521163,-1.505946124379862,-2.852324309701454,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,1,2,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.9897754223129646,-1.505946124379862,0.7736094266767513,-0.985014890365987,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,1,2,0,1,3,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.08021381266550687,-0.2737610784665703,0.271484487573568,0.825536289068637,0.20715123417620449,-0.7382763373317672,-0.38575837490522985,3,2,4,3,2,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.6417458526853592,-0.8324766171728206,-0.8440166497697559,-0.07973930064867503,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,4,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.08021381266550687,-0.17256801596802,-0.0879058883461436,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,3,2,0,1,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1.3144120124831309,-0.4859969762374726,0.9812358442630001,-0.985014890365987,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,1,3,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,-1.8759440525029831,-0.8324766171728206,-2.5527803487411354,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,0,2,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,1.8266505469498888,-0.07439609749953406,1.6038664781456766,-1.8902904800832991,-1.5697460189796835,1.0428153264811215,-0.38575837490522985,0,2,0,3,3,2,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.6417458526853592,-0.5974827389864772,-0.009535549340125796,-0.985014890365987,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,3,2,0,1,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0.08021381266550687,0.020929853638200727,0.7547780079502172,-0.07973930064867503,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,4,0,1,0,0,2,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-0.6417458526853592,1.0596170299452732,-0.9693470797571754,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,0,0,0,2,2,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2,0.5924523471322648,-1.3597658343696573,-0.5734738006131964,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,0,2,0,3,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.08021381266550687,0.11357020638622563,0.8884618228394564,-0.985014890365987,-0.6812973924017395,1.0428153264811215,2.5922962793631443,3,0,0,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.5924523471322648,-0.17256801596802,1.1810465833933914,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,3,4,0,4,2,0,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.08021381266550687,2.056649604195041,-0.9491148844970619,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,3,4,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.5924523471322648,-0.5974827389864772,0.28025852596559697,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,3,2,0,1,1,0,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.5924523471322648,-0.7128810721499431,0.060399618087441445,0.825536289068637,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,3,2,0,3,2,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,1.1594820237937138,-0.9565862535639914,0.32330995972486626,-0.985014890365987,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,3,0,2,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-0.6417458526853592,-0.17256801596802,-1.3907076560190403,0.825536289068637,0.20715123417620449,-0.7382763373317672,2.5922962793631443,3,4,4,4,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-1.1539843871521163,0.020929853638200727,0.3178137664414592,-0.07973930064867503,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,3,2,1,4,2,1,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.08021381266550687,-0.37816715054698286,0.48320951124629247,-0.07973930064867503,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,0,0,0,3,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0.08021381266550687,-0.9565862535639914,0.13097613855883222,-0.985014890365987,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,4,0,2,1,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.5924523471322648,-1.3597658343696573,0.7467327587439571,-1.8902904800832991,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,1,2,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-1.8759440525029831,0.11357020638622563,-1.5695747973341105,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,3,4,4,4,2,0,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.6417458526853592,-1.8193750846493162,-1.816935057029347,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,1,3,0,2,3,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,1.3144120124831309,0.6204970362619004,1.8028464312078352,-0.985014890365987,1.0955998607541484,4.6049986541068995,-0.38575837490522985,1,3,1,4,2,0,2,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.9897754223129646,-1.6589278957089892,0.6252709506485318,-0.985014890365987,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,1,2,1,2,1,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,0.5924523471322648,-0.37816715054698286,0.5082900859757951,0.825536289068637,-0.6812973924017395,-0.7382763373317672,-0.38575837490522985,0,1,0,2,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-1.1539843871521163,-0.07439609749953406,-0.6776765707590359,0.825536289068637,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,2,0,0,1,2,0,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.35469013873203376,0.5412518753360608,0.2283599964046272,0.825536289068637,-0.6812973924017395,-0.7382763373317672,2.5922962793631443,3,3,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,1.3144120124831309,-1.2198079020256165,0.08373572950718884,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,1,2,0,3,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.24442277750465946,-0.4859969762374726,-1.1342367134934446,-0.07973930064867503,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,3,3,3,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.5924523471322648,-0.8324766171728206,1.3458224326591337,0.825536289068637,-0.6812973924017395,1.0428153264811215,-0.38575837490522985,3,4,3,2,2,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-1.1539843871521163,1.738157494279624,-0.6501199876062428,-0.07973930064867503,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,0,2,0,3,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.5924523471322648,0.46004984732157356,-0.4431515024530373,0.825536289068637,0.20715123417620449,1.0428153264811215,-0.38575837490522985,3,4,0,3,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.08021381266550687,0.6978774310218471,-0.48912835338510335,0.825536289068637,-1.5697460189796835,-0.7382763373317672,2.5922962793631443,3,2,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.35469013873203376,0.11357020638622563,-0.4545027330284083,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,3,2,3,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0.35469013873203376,-0.8324766171728206,0.7072971087068814,-0.985014890365987,0.20715123417620449,1.0428153264811215,-0.38575837490522985,1,4,0,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.5924523471322648,1.6247491854101297,-0.7616217323397259,-0.07973930064867503,0.20715123417620449,-0.7382763373317672,-0.38575837490522985,2,2,2,2,1,0,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.6417458526853592,2.1068569160028683,-0.49543634404265013,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,0,4,0,4,2,0,3,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,-0.6417458526853592,1.8477848138904789,-0.7649125263093985,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,3,4,0,4,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1.3144120124831309,0.37679185484785066,0.06942186426554046,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,3,2,2,4,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2,0.9897754223129646,-0.37816715054698286,0.4849845192866892,-0.985014890365987,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,0,2,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.9897754223129646,0.29137107699828607,2.178965224475346,-0.07973930064867503,1.0955998607541484,2.8239069902940104,2.5922962793631443,0,4,0,4,2,0,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,-0.6417458526853592,-1.505946124379862,-0.22411828297563238,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,0,2,0,1,1,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.5924523471322648,0.7734788075910262,1.4846372779092947,-0.985014890365987,1.0955998607541484,1.0428153264811215,2.5922962793631443,0,4,0,4,1,0,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2,1.8266505469498888,0.6204970362619004,1.7466598620231295,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,0,2,0,4,2,0,3,2,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.08021381266550687,0.6204970362619004,0.8844850173311994,-0.985014890365987,0.20715123417620449,-0.7382763373317672,-0.38575837490522985,0,2,0,2,2,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,-0.6417458526853592,1.1274238661375737,-0.7572461935764633,-0.985014890365987,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,0,2,4,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2,-1.8759440525029831,0.020929853638200727,-0.8289784676987177,0.825536289068637,1.0955998607541484,-0.7382763373317672,-0.38575837490522985,0,1,0,4,1,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1.3144120124831309,0.6204970362619004,0.7635014139871903,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,1,0,0,2,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,-0.9663824428555255,1.1274238661375737,-1.026567481968873,0.825536289068637,0.20715123417620449,1.0428153264811215,-0.38575837490522985,0,4,0,3,2,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,0.5924523471322648,-1.3597658343696573,0.8701398260500284,-0.07973930064867503,1.0955998607541484,1.0428153264811215,2.5922962793631443,0,0,0,4,2,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0.5924523471322648,-0.2737610784665703,-0.47215077891433466,-0.07973930064867503,-1.5697460189796835,-0.7382763373317672,2.5922962793631443,3,2,0,3,2,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-0.24442277750465946,0.29137107699828607,-0.7079012322201631,0.825536289068637,1.0955998607541484,1.0428153264811215,-0.38575837490522985,1,2,0,4,2,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,1.3144120124831309,-0.5974827389864772,1.9556455237597696,0.825536289068637,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,1,2,1,1,2,1,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0.5924523471322648,0.020929853638200727,1.048851274814191,-0.07973930064867503,0.20715123417620449,1.0428153264811215,-0.38575837490522985,3,3,0,3,2,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0.35469013873203376,-0.17256801596802,0.08136038457997556,-0.985014890365987,-1.5697460189796835,-0.7382763373317672,-0.38575837490522985,2,4,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
